PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",F,26.0,1,1,26.0,Southampton
314,0,3,"Hendekovic, Mr. Ignjac",M,28.0,0,0,7.8958,Southampton
315,0,2,"Hart, Mr. Benjamin",M,43.0,1,1,26.25,Southampton
316,1,3,"Nilsson, Miss. Helmina Josefina",F,26.0,0,0,7.8542,Southampton
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",F,24.0,1,0,26.0,Southampton
318,0,2,"Moraweck, Dr. Ernest",M,54.0,0,0,14.0,Southampton
319,1,1,"Wick, Miss. Mary Natalie",F,31.0,0,2,164.8667,Southampton
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",F,40.0,1,1,134.5,Cherbourg
321,0,3,"Dennis, Mr. Samuel",M,22.0,0,0,7.25,Southampton
322,0,3,"Danoff, Mr. Yoto",M,27.0,0,0,7.8958,Southampton
323,1,2,"Slayter, Miss. Hilda Mary",F,30.0,0,0,12.35,Queenstown
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",F,22.0,1,1,29.0,Southampton
325,0,3,"Sage, Mr. George John Jr",M,30.0,8,2,69.55,Southampton
326,1,1,"Young, Miss. Marie Grice",F,36.0,0,0,135.6333,Cherbourg
327,0,3,"Nysveen, Mr. Johan Hansen",M,61.0,0,0,6.2375,Southampton
328,1,2,"Ball, Mrs. (Ada E Hall)",F,36.0,0,0,13.0,Southampton
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",F,31.0,1,1,20.525,Southampton
330,1,1,"Hippach, Miss. Jean Gertrude",F,16.0,0,1,57.9792,Cherbourg
331,1,3,"McCoy, Miss. Agnes",F,30.0,2,0,23.25,Queenstown
332,0,1,"Partner, Mr. Austen",M,46.0,0,0,28.5,Southampton
333,0,1,"Graham, Mr. George Edward",M,38.0,0,1,153.4625,Southampton
334,0,3,"Vander Planke, Mr. Leo Edmondus",M,16.0,2,0,18.0,Southampton
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",F,30.0,1,0,133.65,Southampton
336,0,3,"Denkoff, Mr. Mitto",M,30.0,0,0,7.8958,Southampton
337,0,1,"Pears, Mr. Thomas Clinton",M,29.0,1,0,66.6,Southampton
338,1,1,"Burns, Miss. Elizabeth Margaret",F,41.0,0,0,134.5,Cherbourg
339,1,3,"Dahl, Mr. Karl Edwart",M,45.0,0,0,8.05,Southampton
340,0,1,"Blackwell, Mr. Stephen Weart",M,45.0,0,0,35.5,Southampton
341,1,2,"Navratil, Master. Edmond Roger",M,2.0,1,1,26.0,Southampton
342,1,1,"Fortune, Miss. Alice Elizabeth",F,24.0,3,2,263.0,Southampton
343,0,2,"Collander, Mr. Erik Gustaf",M,28.0,0,0,13.0,Southampton
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",M,25.0,0,0,13.0,Southampton
345,0,2,"Fox, Mr. Stanley Hubert",M,36.0,0,0,13.0,Southampton
346,1,2,"Brown, Miss. Amelia ""Mildred""",F,24.0,0,0,13.0,Southampton
347,1,2,"Smith, Miss. Marion Elsie",F,40.0,0,0,13.0,Southampton
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",F,30.0,1,0,16.1,Southampton
349,1,3,"Coutts, Master. William Loch ""William""",M,3.0,1,1,15.9,Southampton
350,0,3,"Dimic, Mr. Jovan",M,42.0,0,0,8.6625,Southampton
351,0,3,"Odahl, Mr. Nils Martin",M,23.0,0,0,9.225,Southampton
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",M,30.0,0,0,35.0,Southampton
353,0,3,"Elias, Mr. Tannous",M,15.0,1,1,7.2292,Cherbourg
354,0,3,"Arnold-Franchi, Mr. Josef",M,25.0,1,0,17.8,Southampton
355,0,3,"Yousif, Mr. Wazli",M,30.0,0,0,7.225,Cherbourg
356,0,3,"Vanden Steen, Mr. Leo Peter",M,28.0,0,0,9.5,Southampton
357,1,1,"Bowerman, Miss. Elsie Edith",F,22.0,0,1,55.0,Southampton
358,0,2,"Funk, Miss. Annie Clemmer",F,38.0,0,0,13.0,Southampton
359,1,3,"McGovern, Miss. Mary",F,30.0,0,0,7.8792,Queenstown
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",F,30.0,0,0,7.8792,Queenstown
361,0,3,"Skoog, Mr. Wilhelm",M,40.0,1,4,27.9,Southampton
362,0,2,"del Carlo, Mr. Sebastiano",M,29.0,1,0,27.7208,Cherbourg
363,0,3,"Barbara, Mrs. (Catherine David)",F,45.0,0,1,14.4542,Cherbourg
364,0,3,"Asim, Mr. Adola",M,35.0,0,0,7.05,Southampton
365,0,3,"O'Brien, Mr. Thomas",M,30.0,1,0,15.5,Queenstown
366,0,3,"Adahl, Mr. Mauritz Nils Martin",M,30.0,0,0,7.25,Southampton
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",F,60.0,1,0,75.25,Cherbourg
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",F,30.0,0,0,7.2292,Cherbourg
369,1,3,"Jermyn, Miss. Annie",F,30.0,0,0,7.75,Queenstown
370,1,1,"Aubart, Mme. Leontine Pauline",F,24.0,0,0,69.3,Cherbourg
371,1,1,"Harder, Mr. George Achilles",M,25.0,1,0,55.4417,Cherbourg
372,0,3,"Wiklund, Mr. Jakob Alfred",M,18.0,1,0,6.4958,Southampton
373,0,3,"Beavan, Mr. William Thomas",M,19.0,0,0,8.05,Southampton
374,0,1,"Ringhini, Mr. Sante",M,22.0,0,0,135.6333,Cherbourg
375,0,3,"Palsson, Miss. Stina Viola",F,3.0,3,1,21.075,Southampton
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",F,30.0,1,0,82.1708,Cherbourg
377,1,3,"Landergren, Miss. Aurora Adelia",F,22.0,0,0,7.25,Southampton
378,0,1,"Widener, Mr. Harry Elkins",M,27.0,0,2,211.5,Cherbourg
379,0,3,"Betros, Mr. Tannous",M,20.0,0,0,4.0125,Cherbourg
380,0,3,"Gustafsson, Mr. Karl Gideon",M,19.0,0,0,7.775,Southampton
381,1,1,"Bidois, Miss. Rosalie",F,42.0,0,0,227.525,Cherbourg
382,1,3,"Nakid, Miss. Maria (""Mary"")",F,1.0,0,2,15.7417,Cherbourg
383,0,3,"Tikkanen, Mr. Juho",M,32.0,0,0,7.925,Southampton
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",F,35.0,1,0,52.0,Southampton
385,0,3,"Plotcharsky, Mr. Vasil",M,30.0,0,0,7.8958,Southampton
386,0,2,"Davies, Mr. Charles Henry",M,18.0,0,0,73.5,Southampton
387,0,3,"Goodwin, Master. Sidney Leonard",M,1.0,5,2,46.9,Southampton
388,1,2,"Buss, Miss. Kate",F,36.0,0,0,13.0,Southampton
389,0,3,"Sadlier, Mr. Matthew",M,30.0,0,0,7.7292,Queenstown
390,1,2,"Lehmann, Miss. Bertha",F,17.0,0,0,12.0,Cherbourg
391,1,1,"Carter, Mr. William Ernest",M,36.0,1,2,120.0,Southampton
392,1,3,"Jansson, Mr. Carl Olof",M,21.0,0,0,7.7958,Southampton
393,0,3,"Gustafsson, Mr. Johan Birger",M,28.0,2,0,7.925,Southampton
394,1,1,"Newell, Miss. Marjorie",F,23.0,1,0,113.275,Cherbourg
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",F,24.0,0,2,16.7,Southampton
396,0,3,"Johansson, Mr. Erik",M,22.0,0,0,7.7958,Southampton
397,0,3,"Olsson, Miss. Elina",F,31.0,0,0,7.8542,Southampton
398,0,2,"McKane, Mr. Peter David",M,46.0,0,0,26.0,Southampton
399,0,2,"Pain, Dr. Alfred",M,23.0,0,0,10.5,Southampton
400,1,2,"Trout, Mrs. William H (Jessie L)",F,28.0,0,0,12.65,Southampton
401,1,3,"Niskanen, Mr. Juha",M,39.0,0,0,7.925,Southampton
402,0,3,"Adams, Mr. John",M,26.0,0,0,8.05,Southampton
403,0,3,"Jussila, Miss. Mari Aina",F,21.0,1,0,9.825,Southampton
404,0,3,"Hakkarainen, Mr. Pekka Pietari",M,28.0,1,0,15.85,Southampton
405,0,3,"Oreskovic, Miss. Marija",F,20.0,0,0,8.6625,Southampton
406,0,2,"Gale, Mr. Shadrach",M,34.0,1,0,21.0,Southampton
407,0,3,"Widegren, Mr. Carl/Charles Peter",M,51.0,0,0,7.75,Southampton
408,1,2,"Richards, Master. William Rowe",M,3.0,1,1,18.75,Southampton
409,0,3,"Birkeland, Mr. Hans Martin Monsen",M,21.0,0,0,7.775,Southampton
410,0,3,"Lefebre, Miss. Ida",F,30.0,3,1,25.4667,Southampton
411,0,3,"Sdycoff, Mr. Todor",M,30.0,0,0,7.8958,Southampton
412,0,3,"Hart, Mr. Henry",M,30.0,0,0,6.8583,Queenstown
413,1,1,"Minahan, Miss. Daisy E",F,33.0,1,0,90.0,Queenstown
414,0,2,"Cunningham, Mr. Alfred Fleming",M,30.0,0,0,0.0,Southampton
415,1,3,"Sundman, Mr. Johan Julian",M,44.0,0,0,7.925,Southampton
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",F,30.0,0,0,8.05,Southampton
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",F,34.0,1,1,32.5,Southampton
418,1,2,"Silven, Miss. Lyyli Karoliina",F,18.0,0,2,13.0,Southampton
419,0,2,"Matthews, Mr. William John",M,30.0,0,0,13.0,Southampton
420,0,3,"Van Impe, Miss. Catharina",F,10.0,0,2,24.15,Southampton
421,0,3,"Gheorgheff, Mr. Stanio",M,30.0,0,0,7.8958,Cherbourg
422,0,3,"Charters, Mr. David",M,21.0,0,0,7.7333,Queenstown
423,0,3,"Zimmerman, Mr. Leo",M,29.0,0,0,7.875,Southampton
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",F,28.0,1,1,14.4,Southampton
425,0,3,"Rosblom, Mr. Viktor Richard",M,18.0,1,1,20.2125,Southampton
426,0,3,"Wiseman, Mr. Phillippe",M,30.0,0,0,7.25,Southampton
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",F,28.0,1,0,26.0,Southampton
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",F,19.0,0,0,26.0,Southampton
429,0,3,"Flynn, Mr. James",M,30.0,0,0,7.75,Queenstown
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",M,32.0,0,0,8.05,Southampton
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",M,28.0,0,0,26.55,Southampton
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",F,30.0,1,0,16.1,Southampton
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",F,42.0,1,0,26.0,Southampton
434,0,3,"Kallio, Mr. Nikolai Erland",M,17.0,0,0,7.125,Southampton
435,0,1,"Silvey, Mr. William Baird",M,50.0,1,0,55.9,Southampton
436,1,1,"Carter, Miss. Lucile Polk",F,14.0,1,2,120.0,Southampton
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",F,21.0,2,2,34.375,Southampton
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",F,24.0,2,3,18.75,Southampton
439,0,1,"Fortune, Mr. Mark",M,64.0,1,4,263.0,Southampton
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",M,31.0,0,0,10.5,Southampton
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",F,45.0,1,1,26.25,Southampton
442,0,3,"Hampe, Mr. Leon",M,20.0,0,0,9.5,Southampton
443,0,3,"Petterson, Mr. Johan Emil",M,25.0,1,0,7.775,Southampton
444,1,2,"Reynaldo, Ms. Encarnacion",F,28.0,0,0,13.0,Southampton
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",M,30.0,0,0,8.1125,Southampton
446,1,1,"Dodge, Master. Washington",M,4.0,0,2,81.8583,Southampton
447,1,2,"Mellinger, Miss. Madeleine Violet",F,13.0,0,1,19.5,Southampton
448,1,1,"Seward, Mr. Frederic Kimber",M,34.0,0,0,26.55,Southampton
449,1,3,"Baclini, Miss. Marie Catherine",F,5.0,2,1,19.2583,Cherbourg
450,1,1,"Peuchen, Major. Arthur Godfrey",M,52.0,0,0,30.5,Southampton
451,0,2,"West, Mr. Edwy Arthur",M,36.0,1,2,27.75,Southampton
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",M,30.0,1,0,19.9667,Southampton
453,0,1,"Foreman, Mr. Benjamin Laventall",M,30.0,0,0,27.75,Cherbourg
454,1,1,"Goldenberg, Mr. Samuel L",M,49.0,1,0,89.1042,Cherbourg
455,0,3,"Peduzzi, Mr. Joseph",M,30.0,0,0,8.05,Southampton
456,1,3,"Jalsevac, Mr. Ivan",M,29.0,0,0,7.8958,Cherbourg
457,0,1,"Millet, Mr. Francis Davis",M,65.0,0,0,26.55,Southampton
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",F,30.0,1,0,51.8625,Southampton
459,1,2,"Toomey, Miss. Ellen",F,50.0,0,0,10.5,Southampton
460,0,3,"O'Connor, Mr. Maurice",M,30.0,0,0,7.75,Queenstown
461,1,1,"Anderson, Mr. Harry",M,48.0,0,0,26.55,Southampton
462,0,3,"Morley, Mr. William",M,34.0,0,0,8.05,Southampton
463,0,1,"Gee, Mr. Arthur H",M,47.0,0,0,38.5,Southampton
464,0,2,"Milling, Mr. Jacob Christian",M,48.0,0,0,13.0,Southampton
465,0,3,"Maisner, Mr. Simon",M,30.0,0,0,8.05,Southampton
466,0,3,"Goncalves, Mr. Manuel Estanslas",M,38.0,0,0,7.05,Southampton
467,0,2,"Campbell, Mr. William",M,30.0,0,0,0.0,Southampton
468,0,1,"Smart, Mr. John Montgomery",M,56.0,0,0,26.55,Southampton
469,0,3,"Scanlan, Mr. James",M,30.0,0,0,7.725,Queenstown
470,1,3,"Baclini, Miss. Helene Barbara",F,1.0,2,1,19.2583,Cherbourg
471,0,3,"Keefe, Mr. Arthur",M,30.0,0,0,7.25,Southampton
472,0,3,"Cacic, Mr. Luka",M,38.0,0,0,8.6625,Southampton
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",F,33.0,1,2,27.75,Southampton
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",F,23.0,0,0,13.7917,Cherbourg
475,0,3,"Strandberg, Miss. Ida Sofia",F,22.0,0,0,9.8375,Southampton
476,0,1,"Clifford, Mr. George Quincy",M,30.0,0,0,52.0,Southampton
477,0,2,"Renouf, Mr. Peter Henry",M,34.0,1,0,21.0,Southampton
478,0,3,"Braund, Mr. Lewis Richard",M,29.0,1,0,7.0458,Southampton
479,0,3,"Karlsson, Mr. Nils August",M,22.0,0,0,7.5208,Southampton
480,1,3,"Hirvonen, Miss. Hildur E",F,2.0,0,1,12.2875,Southampton
481,0,3,"Goodwin, Master. Harold Victor",M,9.0,5,2,46.9,Southampton
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",M,30.0,0,0,0.0,Southampton
483,0,3,"Rouse, Mr. Richard Henry",M,50.0,0,0,8.05,Southampton
484,1,3,"Turkula, Mrs. (Hedwig)",F,63.0,0,0,9.5875,Southampton
485,1,1,"Bishop, Mr. Dickinson H",M,25.0,1,0,91.0792,Cherbourg
486,0,3,"Lefebre, Miss. Jeannie",F,30.0,3,1,25.4667,Southampton
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",F,35.0,1,0,90.0,Southampton
488,0,1,"Kent, Mr. Edward Austin",M,58.0,0,0,29.7,Cherbourg
489,0,3,"Somerton, Mr. Francis William",M,30.0,0,0,8.05,Southampton
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",M,9.0,1,1,15.9,Southampton
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",M,30.0,1,0,19.9667,Southampton
492,0,3,"Windelov, Mr. Einar",M,21.0,0,0,7.25,Southampton
493,0,1,"Molson, Mr. Harry Markland",M,55.0,0,0,30.5,Southampton
494,0,1,"Artagaveytia, Mr. Ramon",M,71.0,0,0,49.5042,Cherbourg
495,0,3,"Stanley, Mr. Edward Roland",M,21.0,0,0,8.05,Southampton
496,0,3,"Yousseff, Mr. Gerious",M,30.0,0,0,14.4583,Cherbourg
497,1,1,"Eustis, Miss. Elizabeth Mussey",F,54.0,1,0,78.2667,Cherbourg
498,0,3,"Shellard, Mr. Frederick William",M,30.0,0,0,15.1,Southampton
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",F,25.0,1,2,151.55,Southampton
500,0,3,"Svensson, Mr. Olof",M,24.0,0,0,7.7958,Southampton
501,0,3,"Calic, Mr. Petar",M,17.0,0,0,8.6625,Southampton
502,0,3,"Canavan, Miss. Mary",F,21.0,0,0,7.75,Queenstown
503,0,3,"O'Sullivan, Miss. Bridget Mary",F,30.0,0,0,7.6292,Queenstown
504,0,3,"Laitinen, Miss. Kristina Sofia",F,37.0,0,0,9.5875,Southampton
505,1,1,"Maioni, Miss. Roberta",F,16.0,0,0,86.5,Southampton
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",M,18.0,1,0,108.9,Cherbourg
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",F,33.0,0,2,26.0,Southampton
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",M,30.0,0,0,26.55,Southampton
509,0,3,"Olsen, Mr. Henry Margido",M,28.0,0,0,22.525,Southampton
510,1,3,"Lang, Mr. Fang",M,26.0,0,0,56.4958,Southampton
511,1,3,"Daly, Mr. Eugene Patrick",M,29.0,0,0,7.75,Queenstown
512,0,3,"Webber, Mr. James",M,30.0,0,0,8.05,Southampton
513,1,1,"McGough, Mr. James Robert",M,36.0,0,0,26.2875,Southampton
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",F,54.0,1,0,59.4,Cherbourg
515,0,3,"Coleff, Mr. Satio",M,24.0,0,0,7.4958,Southampton
516,0,1,"Walker, Mr. William Anderson",M,47.0,0,0,34.0208,Southampton
517,1,2,"Lemore, Mrs. (Amelia Milley)",F,34.0,0,0,10.5,Southampton
518,0,3,"Ryan, Mr. Patrick",M,30.0,0,0,24.15,Queenstown
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",F,36.0,1,0,26.0,Southampton
520,0,3,"Pavlovic, Mr. Stefo",M,32.0,0,0,7.8958,Southampton
521,1,1,"Perreault, Miss. Anne",F,30.0,0,0,93.5,Southampton
522,0,3,"Vovk, Mr. Janko",M,22.0,0,0,7.8958,Southampton
523,0,3,"Lahoud, Mr. Sarkis",M,30.0,0,0,7.225,Cherbourg
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",F,44.0,0,1,57.9792,Cherbourg
525,0,3,"Kassem, Mr. Fared",M,30.0,0,0,7.2292,Cherbourg
526,0,3,"Farrell, Mr. James",M,40.0,0,0,7.75,Queenstown
527,1,2,"Ridsdale, Miss. Lucy",F,50.0,0,0,10.5,Southampton
528,0,1,"Farthing, Mr. John",M,30.0,0,0,221.7792,Southampton
529,0,3,"Salonen, Mr. Johan Werner",M,39.0,0,0,7.925,Southampton
530,0,2,"Hocking, Mr. Richard George",M,23.0,2,1,11.5,Southampton
531,1,2,"Quick, Miss. Phyllis May",F,2.0,1,1,26.0,Southampton
532,0,3,"Toufik, Mr. Nakli",M,30.0,0,0,7.2292,Cherbourg
533,0,3,"Elias, Mr. Joseph Jr",M,17.0,1,1,7.2292,Cherbourg
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",F,30.0,0,2,22.3583,Cherbourg
535,0,3,"Cacic, Miss. Marija",F,30.0,0,0,8.6625,Southampton
536,1,2,"Hart, Miss. Eva Miriam",F,7.0,0,2,26.25,Southampton
537,0,1,"Butt, Major. Archibald Willingham",M,45.0,0,0,26.55,Southampton
538,1,1,"LeRoy, Miss. Bertha",F,30.0,0,0,106.425,Cherbourg
539,0,3,"Risien, Mr. Samuel Beard",M,30.0,0,0,14.5,Southampton
540,1,1,"Frolicher, Miss. Hedwig Margaritha",F,22.0,0,2,49.5,Cherbourg
541,1,1,"Crosby, Miss. Harriet R",F,36.0,0,2,71.0,Southampton
542,0,3,"Andersson, Miss. Ingeborg Constanzia",F,9.0,4,2,31.275,Southampton
543,0,3,"Andersson, Miss. Sigrid Elisabeth",F,11.0,4,2,31.275,Southampton
544,1,2,"Beane, Mr. Edward",M,32.0,1,0,26.0,Southampton
545,0,1,"Douglas, Mr. Walter Donald",M,50.0,1,0,106.425,Cherbourg
546,0,1,"Nicholson, Mr. Arthur Ernest",M,64.0,0,0,26.0,Southampton
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",F,19.0,1,0,26.0,Southampton
548,1,2,"Padro y Manent, Mr. Julian",M,30.0,0,0,13.8625,Cherbourg
549,0,3,"Goldsmith, Mr. Frank John",M,33.0,1,1,20.525,Southampton
550,1,2,"Davies, Master. John Morgan Jr",M,8.0,1,1,36.75,Southampton
551,1,1,"Thayer, Mr. John Borland Jr",M,17.0,0,2,110.8833,Cherbourg
552,0,2,"Sharp, Mr. Percival James R",M,27.0,0,0,26.0,Southampton
553,0,3,"O'Brien, Mr. Timothy",M,30.0,0,0,7.8292,Queenstown
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",M,22.0,0,0,7.225,Cherbourg
555,1,3,"Ohman, Miss. Velin",F,22.0,0,0,7.775,Southampton
556,0,1,"Wright, Mr. George",M,62.0,0,0,26.55,Southampton
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",F,48.0,1,0,39.6,Cherbourg
558,0,1,"Robbins, Mr. Victor",M,30.0,0,0,227.525,Cherbourg
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",F,39.0,1,1,79.65,Southampton
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",F,36.0,1,0,17.4,Southampton
561,0,3,"Morrow, Mr. Thomas Rowan",M,30.0,0,0,7.75,Queenstown
562,0,3,"Sivic, Mr. Husein",M,40.0,0,0,7.8958,Southampton
563,0,2,"Norman, Mr. Robert Douglas",M,28.0,0,0,13.5,Southampton
564,0,3,"Simmons, Mr. John",M,30.0,0,0,8.05,Southampton
565,0,3,"Meanwell, Miss. (Marion Ogden)",F,30.0,0,0,8.05,Southampton
566,0,3,"Davies, Mr. Alfred J",M,24.0,2,0,24.15,Southampton
567,0,3,"Stoytcheff, Mr. Ilia",M,19.0,0,0,7.8958,Southampton
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",F,29.0,0,4,21.075,Southampton
569,0,3,"Doharr, Mr. Tannous",M,30.0,0,0,7.2292,Cherbourg
570,1,3,"Jonsson, Mr. Carl",M,32.0,0,0,7.8542,Southampton
571,1,2,"Harris, Mr. George",M,62.0,0,0,10.5,Southampton
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",F,53.0,2,0,51.4792,Southampton
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",M,36.0,0,0,26.3875,Southampton
574,1,3,"Kelly, Miss. Mary",F,30.0,0,0,7.75,Queenstown
575,0,3,"Rush, Mr. Alfred George John",M,16.0,0,0,8.05,Southampton
576,0,3,"Patchett, Mr. George",M,19.0,0,0,14.5,Southampton
577,1,2,"Garside, Miss. Ethel",F,34.0,0,0,13.0,Southampton
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",F,39.0,1,0,55.9,Southampton
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",F,30.0,1,0,14.4583,Cherbourg
580,1,3,"Jussila, Mr. Eiriik",M,32.0,0,0,7.925,Southampton
581,1,2,"Christy, Miss. Julie Rachel",F,25.0,1,1,30.0,Southampton
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",F,39.0,1,1,110.8833,Cherbourg
583,0,2,"Downton, Mr. William James",M,54.0,0,0,26.0,Southampton
584,0,1,"Ross, Mr. John Hugo",M,36.0,0,0,40.125,Cherbourg
585,0,3,"Paulner, Mr. Uscher",M,30.0,0,0,8.7125,Cherbourg
586,1,1,"Taussig, Miss. Ruth",F,18.0,0,2,79.65,Southampton
587,0,2,"Jarvis, Mr. John Denzil",M,47.0,0,0,15.0,Southampton
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",M,60.0,1,1,79.2,Cherbourg
589,0,3,"Gilinski, Mr. Eliezer",M,22.0,0,0,8.05,Southampton
590,0,3,"Murdlin, Mr. Joseph",M,30.0,0,0,8.05,Southampton
591,0,3,"Rintamaki, Mr. Matti",M,35.0,0,0,7.125,Southampton
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",F,52.0,1,0,78.2667,Cherbourg
593,0,3,"Elsbury, Mr. William James",M,47.0,0,0,7.25,Southampton
594,0,3,"Bourke, Miss. Mary",F,30.0,0,2,7.75,Queenstown
595,0,2,"Chapman, Mr. John Henry",M,37.0,1,0,26.0,Southampton
596,0,3,"Van Impe, Mr. Jean Baptiste",M,36.0,1,1,24.15,Southampton
597,1,2,"Leitch, Miss. Jessie Wills",F,30.0,0,0,33.0,Southampton
598,0,3,"Johnson, Mr. Alfred",M,49.0,0,0,0.0,Southampton
599,0,3,"Boulos, Mr. Hanna",M,30.0,0,0,7.225,Cherbourg
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",M,49.0,1,0,56.9292,Cherbourg
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",F,24.0,2,1,27.0,Southampton
602,0,3,"Slabenoff, Mr. Petco",M,30.0,0,0,7.8958,Southampton
603,0,1,"Harrington, Mr. Charles H",M,30.0,0,0,42.4,Southampton
604,0,3,"Torber, Mr. Ernst William",M,44.0,0,0,8.05,Southampton
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",M,35.0,0,0,26.55,Cherbourg
606,0,3,"Lindell, Mr. Edvard Bengtsson",M,36.0,1,0,15.55,Southampton
607,0,3,"Karaic, Mr. Milan",M,30.0,0,0,7.8958,Southampton
608,1,1,"Daniel, Mr. Robert Williams",M,27.0,0,0,30.5,Southampton
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",F,22.0,1,2,41.5792,Cherbourg
610,1,1,"Shutes, Miss. Elizabeth W",F,40.0,0,0,153.4625,Southampton
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",F,39.0,1,5,31.275,Southampton
612,0,3,"Jardin, Mr. Jose Neto",M,30.0,0,0,7.05,Southampton
613,1,3,"Murphy, Miss. Margaret Jane",F,30.0,1,0,15.5,Queenstown
614,0,3,"Horgan, Mr. John",M,30.0,0,0,7.75,Queenstown
615,0,3,"Brocklebank, Mr. William Alfred",M,35.0,0,0,8.05,Southampton
616,1,2,"Herman, Miss. Alice",F,24.0,1,2,65.0,Southampton
617,0,3,"Danbom, Mr. Ernst Gilbert",M,34.0,1,1,14.4,Southampton
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",F,26.0,1,0,16.1,Southampton
619,1,2,"Becker, Miss. Marion Louise",F,4.0,2,1,39.0,Southampton
620,0,2,"Gavey, Mr. Lawrence",M,26.0,0,0,10.5,Southampton
621,0,3,"Yasbeck, Mr. Antoni",M,27.0,1,0,14.4542,Cherbourg
622,1,1,"Kimball, Mr. Edwin Nelson Jr",M,42.0,1,0,52.5542,Southampton
623,1,3,"Nakid, Mr. Sahid",M,20.0,1,1,15.7417,Cherbourg
624,0,3,"Hansen, Mr. Henry Damsgaard",M,21.0,0,0,7.8542,Southampton
